,國立臺灣大學學生會預算書,,,,,,,,,,,,,,,,,,,,,,,,,,
,報名費收入,論壇報名費,60000,6.5270601033451184E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
 以最低報名費用150元X400人＝60,000元",,,,,,,,,,,,,,,,,,,,
,小計,,560000,0.60919227631221107,400000,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,
,103-2預算展延收入總計,,560000,0.60919227631221107,400000,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,
,期間支出,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,好國好民青年政策論壇,場地租借費,88750,6.6058654130284791E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
博雅101／102／203／205／312／圓桌區
（包含冷氣、投影設備及人事管理費)",,,,,,,,,,,,,,,,,,,,
,,場地佈置費,20000,1.4886457268796571E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
關東旗5面X200元=1,000元；大型帆布輸出1面3,000元；活動合成版4000元；Truss架出租2天含架設與拆除12,000元",,,,,,,,,,,,,,,,,,,,
,,論壇印刷品輸出,20460,1.5228845785978893E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
手冊500本X30元=15,000；名牌460個X1元=460元；活動參與證書400人X10元=4,000元；一般文件列印1,000元。",,,,,,,,,,,,,,,,,,,,
,,工作人員服裝,10800,8.0386869251501489E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
印製活動紀念工作服，180元X60人=10,800元",,,,,,,,,,,,,,,,,,,,
,,論壇識別證,6900,5.1358277577348175E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
工作人員60名、青年400名Ｘ15元=6,900元",,,,,,,,,,,,,,,,,,,,
,,論壇餐點,92000,6.8477703436464227E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
460人X100元X2天=92,000元",,,,,,,,,,,,,,,,,,,,
,,主筆工作費用,100000,7.4432286343982856E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
議題4個X25,000元=100,000元",,,,,,,,,,,,,,,,,,,,
,,與談講師費,12800,9.5273326520298064E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
1,600元X主線議題4個X講者各2名=12,800元",,,,,,,,,,,,,,,,,,,,
,,與談講師車馬費,4000,2.9772914537593144E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
遇外縣市講者實報實銷，每人補助上限500元",,,,,,,,,,,,,,,,,,,,
,,現場三機轉播,21680,1.6136919679375483E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
與臺灣藝術大學廣播電視學系合作，含兩台事務攝影機、線材、6名技術人員事前彩排及當天轉播，並於事後提供完整記錄光碟。",,,,,,,,,,,,,,,,,,,,
,,交流酒會樂團,12000,8.9318743612779427E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
預計請弦人樂團跟929（或黃玠、蕭賀碩等都在計畫邀約名單中）",,,,,,,,,,,,,,,,,,,,
,,交流酒會茶點,24000,1.7863748722555885E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
每人含飲料60元X400人（廠商預計Papago)",,,,,,,,,,,,,,,,,,,,
,,交流酒會廚師表演,20000,1.4886457268796571E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
食材費用50元X400人=20,000",,,,,,,,,,,,,,,,,,,,
,,網站架設,668,4.9720767277780552E-4,0,0,"〖本預算將於暑假支出，因此全數展延〗
去除廣告、可使用個人化網域、3GB免費雲端儲存空間、2GB免費加大頻寬。單月$10.95美元，匯率以30.5計，每月約334元。以活動6月底開始計，網站預計上線約2個月。334元x2月＝668元。",,,,,,,,,,,,,,,,,,,,
,,活動形象設計費,5000,3.7216143171991426E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
設計活動logo、海報、酷卡及各項輸出等",,,,,,,,,,,,,,,,,,,,
,,臉書宣傳費,3600,2.679562308383383E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
預計下廣告6則X每則600元＝3,600元",,,,,,,,,,,,,,,,,,,,
,,宣傳品印刷,2400,1.7863748722555886E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
酷卡款一2000張X0.9元＝1,800元；酷卡款二500張X1.2元＝600元",,,,,,,,,,,,,,,,,,,,
,,好厝好鄰展覽佈置,50000,3.7216143171991428E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
木材購買7,000+傢具搬運10,000+家具購買20,000+場地收拾費用10,000+雜支3,000",,,,,,,,,,,,,,,,,,,,
,,好農好食,27000,2.0096717312875371E-2,0,0,"〖本預算將於暑假支出，因此全數展延〗
食材費用9,000X3場=27,000",,,,,,,,,,,,,,,,,,,,
,,拍立得宣傳活動,8000,5.9545829075186288E-3,0,0,"〖本預算將於暑假支出，因此全數展延〗
4場X每場100張X每張20元＝8,000元",,,,,,,,,,,,,,,,,,,,
,,新聞採訪茶水費,1000,7.4432286343982859E-4,0,0,"〖本預算將於暑假支出，因此全數展延〗
訪問主筆、編輯團隊時之茶水費用",,,,,,,,,,,,,,,,,,,,
,103-2預算展延支出總計,,531058,0.39527861121262847,,,,,,,,,,,,,,,,,,,,,,,
,104-1預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期間收入,,,,,,,,,,,,,,,,,,,,,,,,,,
,期入科目,收入來源,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,補助收入,課活組補助,15000,1.6317650258362796E-2,24000,1.6,課活組統籌補助款,,,,,,,,,,,,,,,,,,,,
,校友贊助,校友捐款,250000,0.27196083763937995,250000,1,校友捐款國立臺灣大學學生會,,,,,,,,,,,,,,,,,,,,
,104-1收入總計,,265000,0.28827848789774274,274000,1.6,,,,,,,,,,,,,,,,,,,,,
,104-1校慶追加預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期入科目,收入來源,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,校慶活動：彩繪椰林、臺大之夜,露營帳棚收入,48000,5.2216480826760947E-2,46800,0.97499999999999998,夜宿共312人 x報名費150元＝46800,,,,,,,,,,,,,,,,,,,,
,,早餐收入,15000,1.6317650258362796E-2,13550,0.90333333333333332,"早餐收入13550
六人份（300元）x15
五人份（250元）x18
四人份（200元）x22
三人份（150元）x1",,,,,,,,,,,,,,,,,,,,
,,明信片收入,5000,5.4392167527875989E-3,0,0,每張10元，預計500張。,,,,,,,,,,,,,,,,,,,,
,,飲食收入,26250,2.8555887952134894E-2,2650,0.10095238095238095,"雞蛋糕 每份30元x20份＝600
燒仙草 每杯40元 x45份＝1800
爆米花 每份25元x10 ＝250",,,,,,,,,,,,,,,,,,,,
,小計,,94250,0.10252923579004623,63000,0.66843501326259946,,,,,,,,,,,,,,,,,,,,,
,104-1校慶追加預算收入總計,,94250,0.10252923579004623,63000,0.66843501326259946,,,,,,,,,,,,,,,,,,,,,
,收入總計,,919250,1,737000,0.80174054936089201,,,,,,,,,,,,,,,,,,,,,
,期間支出,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,業務費用,聯絡費,6000,4.4659371806389713E-3,6000,1,副會長*2及會長秘書，供日常聯絡幹部、廠商、校方、校外單位及維持部門常態性運作。,,,,,,,,,,,,,,,,,,,,
,,特支費,3000,2.2329685903194857E-3,3000,1,日常聯絡幹部、廠商、校方、校外單位，及購買公關品。,,,,,,,,,,,,,,,,,,,,
,,影印費,1000,7.4432286343982859E-4,57,5.7000000000000002E-2,學代會第六次常會資料影印57元,,,,,,,,,,,,,,,,,,,,
,小計,,10000,7.4432286343982853E-3,9057,0.90569999999999995,,,,,,,,,,,,,,,,,,,,,
,公聽會,公聽會宣傳品製作費,900,6.6989057709584575E-4,0,0,本學期並未舉辦公聽會。,,,,,,,,,,,,,,,,,,,,
,,公聽會場地費,1900,1.4142134405356742E-3,0,0,本學期並未舉辦公聽會。,,,,,,,,,,,,,,,,,,,,
,,公聽會車馬費,1600,1.1909165815037258E-3,0,0,本學期並未舉辦公聽會。,,,,,,,,,,,,,,,,,,,,
,,公聽會茶水點心費,1300,9.6761972247177714E-4,0,0,本學期並未舉辦公聽會。,,,,,,,,,,,,,,,,,,,,
,,公聽會雜費,1000,7.4432286343982859E-4,0,0,本學期並未舉辦公聽會。,,,,,,,,,,,,,,,,,,,,
,小計,,6700,4.9869631850468516E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,計畫費用,學代會,190560,0.14183816485709372,190560,1,共匯入104-1預算187930與追加預算2630元,,,,,,,,,,,,,,,,,,,,
,小計,,190560,0.14183816485709372,190560,1,,,,,,,,,,,,,,,,,,,,,
,暑期好國好民活動,歸還贊助費用,400000,0.29772914537593143,400000,1,暑期並未舉辦好國好民活動，因此歸還校友贊助該活動之金額40萬。,,,,,,,,,,,,,,,,,,,,
,小計,,400000,0.29772914537593143,400000,1,,,,,,,,,,,,,,,,,,,,,
,預備金,,835,6.2150959097225682E-4,0,0,,,,,,,,,,,,,,,,,,,,,
,104-1預算支出總計,,608095,0.45261901164344254,599617,0.98605809947458867,,,,,,,,,,,,,,,,,,,,,
,104-1校慶追加預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,校慶活動：彩繪椰林、臺大之夜,活動道具,40000,2.9772914537593141E-2,9168,0.22919999999999999,"一個信封和一個明信片一組$4.4*500組+稅$16
充氣玩具[動物長棒$23*20+小狼牙棒$25*10+大槌子$25*10+大吉他$35*10]
白色粉筆1200支，五色粉筆各400支，貼字用白色場佈膠帶x3=$2670+充汽球打氣筒$99
工人手冊黑白10元*41本=$410 工人簽到表1元*3張+夜宿收費收據2元*20張=$43 明信片3.5元*100張=$350 彩繪臺大明信片棉繩80元*1捆+5%稅=$84
帳篷位置圖彩色10元*9張+注意事項提醒1元*9張=$99 彩繪臺大明信片尼龍繩320元*4捆+5%稅=$1344 氣球打氣筒84元*1個+瞬間膠15元*1條=$99 交通管制示意圖彩色10元*10張+服務台告示牌彩色10元*6張+校慶企劃書彩色50元*4份+簽到表4元*6份+參加者詳細資料表4元*5份+工人sop1元*40張=$444",,,,,,,,,,,,,,,,,,,,
,,露營帳棚借用,35200,2.6200164793081966E-2,28800,0.81818181818181823,7人帳450*64頂。,,,,,,,,,,,,,,,,,,,,
,,宣傳費用,3200,2.3818331630074516E-3,0,0,活動宣傳由廠商贊助海報費用。,,,,,,,,,,,,,,,,,,,,
,,飲食支出,20000,1.4886457268796571E-2,10274,0.51370000000000005,"紙袋$275+雞蛋糕機$570
爆米花盒$570
飲料用的塑膠杯、杯蓋和吸管共480元
夜宿台大食材費[白砂糖500g $22+沙拉油600ml $45+雞蛋糕粉8000g $1240+雞蛋80顆 $272]
阿薩姆紅茶$25*82=2000，冬瓜露$30*82=2400，蜜茶$30*82=2400",,,,,,,,,,,,,,,,,,,,
,,早餐費用,15000,1.1164842951597429E-2,13982,0.93213333333333337,牛奶$23*146瓶+豆奶$15*128瓶+麵包$16*274個+餐包$36*56袋+雜糧饅頭$54*16袋+紅蘿蔔吐司$36*40袋,,,,,,,,,,,,,,,,,,,,
,,場地佈置,15000,1.1164842951597429E-2,14000,0.93333333333333335,彩繪椰林、臺大之夜 之場地區域清潔費用 14000 元,,,,,,,,,,,,,,,,,,,,
,,工作人員餐費,18400,1.3695540687292845E-2,6894,0.37467391304347825,"早餐：牛奶$21*54瓶+25元的麵包$16*40個
午餐：80元*50個
晚餐：80元*14個",,,,,,,,,,,,,,,,,,,,
,,雜支,5000,3.7216143171991426E-3,600,0.12,從學校出發直接去廠商拿紋身貼紙（去程）=$300 從學校出發直接去廠商拿紋身貼紙（回程）=$300,,,,,,,,,,,,,,,,,,,,
,小計,,151800,0.11298821067016597,83718,0.55150197628458497,,,,,,,,,,,,,,,,,,,,,
,預備金,,7590,5.6494105335082988E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,104-1校慶追加預算支出總計,,159390,0.11863762120367427,83718,0.5252399774138905,,,,,,,,,,,,,,,,,,,,,
,支出總計,,1343503,1,704442,0.5243322865672797,,,,,,,,,,,,,,,,,,,,,
,二、秘書部,,,,,,,,,,,,,,,,,,,,,,,,,,
,103-2暑期特別預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,業務支出,文具費,200,1.6293544497670022E-3,0,0,暑期並未購買文具。,,,,,,,,,,,,,,,,,,,,
,,文書影印費,300,2.4440316746505036E-3,0,0,暑期並未使用影印。,,,,,,,,,,,,,,,,,,,,
,,網站網域續約費,1300,1.0590803923485515E-2,1108.48,0.85267692307692311,網站網域續約費[八月34.64美金*匯率32],,,,,,,,,,,,,,,,,,,,
,,名片製作費,0,0,,,製作會長、副會長和幹部名片支出，由酷可實體贊助。,,,,,,,,,,,,,,,,,,,,
,,本會簡介宣傳資料製作費,0,0,,,介紹本會宗旨、組織架構、各部執掌及繳費訊息等，由酷可實體贊助。,,,,,,,,,,,,,,,,,,,,
,,信封製作費,0,0,,,製作本會信封支出，由酷可實體贊助。,,,,,,,,,,,,,,,,,,,,
,,新生資料費,4000,3.2587088995340047E-2,0,0,由廠商贊助列印及分攤郵資。,,,,,,,,,,,,,,,,,,,,
,小計,,5800,4.7251279043243069E-2,1108.48,0.19111724137931035,,,,,,,,,,,,,,,,,,,,,
,103-2暑期預算支出總計,,5800,4.7251279043243069E-2,1108.48,0.19111724137931035,,,,,,,,,,,,,,,,,,,,,
,103-2預算展延,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,業務支出,網域續約費用,7000,5.7027405741845082E-2,2222.4,0.31748571428571432,"學生會網站網域續約費3月至4月份：
 3月37.32美金，4月35.38美金。共72,7美金，匯率以30元計，共2181元
 【(37.32+35.38)*30=2,181】
 由於103-2中五、六、七三個月份並未於決算前報帳，故提出展延。
 【展延金額為：7,000-2,181=4,819元】",,,,,,,,,,,,,,,,,,,,
,期末培力,培力手冊,4458,3.6318310685306485E-2,0,0,"因103-1提出之預算尚未執行完畢，因103-2學生會期末培力於6月27日辦理，於第八次定期大會之後，故依據預算法第35條提出展延
 【展延金額4,458元】",,,,,,,,,,,,,,,,,,,,
,期末培力,餐費,8000,6.5174177990680093E-2,0,0,"因103-1提出之預算尚未執行完畢，因103-2學生會期末培力於6月27日辦理，於第八次定期大會之後，故依據預算法第35條提出展延
 【展延金額8,000元】",,,,,,,,,,,,,,,,,,,,
,103-2預算展延支出總計,,19458,0.15851989441783165,2222.4,0.11421523280912736,,,,,,,,,,,,,,,,,,,,,
,104-1預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期間收入,,,,,,,,,,,,,,,,,,,,,,,,,,
,期入科目,收入來源,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,
,104-1收入總計,,0,,0,0,,,,,,,,,,,,,,,,,,,,,
,期間支出,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,業務支出,聯絡費,4000,3.2587088995340047E-2,4000,1,維持秘書部運作常態性支出。,,,,,,,,,,,,,,,,,,,,
,,文具費,1000,8.1467722488350117E-3,0,0,本學期會辦無需添購文具。,,,,,,,,,,,,,,,,,,,,
,,場地租借費,20000,0.16293544497670023,18780,0.93899999999999995,上半學期場地租借費6840元，下半學期場地租借費用11940元,,,,,,,,,,,,,,,,,,,,
,,文書建檔費,5400,4.399257014370906E-2,5400,1,本會資料數位化及資訊公開計畫，雇請工讀生以時薪120元共45小時作業。,,,,,,,,,,,,,,,,,,,,
,,印刷費,2000,1.6293544497670023E-2,0,0,由酷可廠商贊助。,,,,,,,,,,,,,,,,,,,,
,,行政會議茶點,3000,2.4440316746505035E-2,415,0.13833333333333334,行政會議茶點支出415元。,,,,,,,,,,,,,,,,,,,,
,,各部會議茶點費,8000,6.5174177990680093E-2,8000,1,"聚餐530元*10人
點心400元/盤*4+飲料300元/桶*2
+水果250元/盤*2",,,,,,,,,,,,,,,,,,,,
,,宣傳性月海報,5220,4.2526151138918764E-2,3654,0.7,印製宣傳性月海報21張*$87*2,,,,,,,,,,,,,,,,,,,,
,,印刷耗材費,2500,2.0366930622087529E-2,2247,0.89880000000000004,"印表機墨水匣黑白和彩色1組($857+營業稅$43)
HP NO.61 原廠彩色墨水匣CH562WA 688元 
HP NO.61 原廠黑色墨水匣CH561WA 545元
印表機紙114元*1包=$114",,,,,,,,,,,,,,,,,,,,
,,臉書粉絲專頁宣傳費,10000,8.1467722488350117E-2,6310,0.63100000000000001,"臉書宣傳費共6310元
https://docs.google.com/spreadsheets/d/17HMn3-7w4nOJo3PGLiyxWHijLBcPdcWMyl2T-gjhhGs/edit#gid=0",,,,,,,,,,,,,,,,,,,,
,,官網網域續約費,270,2.1996285071854533E-3,270,1,網域費用為585（原先廠商）+394（新廠商）元，超出預算，使用預備金709元。網域續約再增加一年。,,,,,,,,,,,,,,,,,,,,
,,官網主機費,5000,4.0733861244175058E-2,4399.7199999999993,0.87994399999999984,"9月及10月2174.72元、11月1091元、12月1134元。
因一月部分尚未執行，故依據預算法第35條提出展延 【展延金額600元】",,,,,,,,,,,,,,,,,,,,
,,網站維護費,2000,1.6293544497670023E-2,0,0,由會內同學協助維護。,,,,,,,,,,,,,,,,,,,,
,小計,,68390,0.55715775409782642,53475.72,0.78192308817078526,,,,,,,,,,,,,,,,,,,,,
,資本支出,會辦器材添購,2500,2.0366930622087529E-2,1750,0.7,印表機1台($1667+營業稅$83),,,,,,,,,,,,,,,,,,,,
,小計,,2500,2.0366930622087529E-2,1750,0.7,,,,,,,,,,,,,,,,,,,,,
,期中全會活動,餐費,9600,7.8209013588816115E-2,9600,1,"大披薩三個 999元+歡樂分享餐 兩套 3198元+特惠副食：炸雞 168元+特惠副食：拼盤 390元+炸雞餐盒 429元+香炸薯球 49元+義式焗烤麵 168元+無炸物拼盤 200元
水果六盤（200 x 6）+餅乾五袋（240 x 5）
+飲料兩桶（300 x 2）
+甜點七盤（一盤150元 x 7 =1050)。
超支部分由幹部吸收。",,,,,,,,,,,,,,,,,,,,
,,文書印刷費,800,6.517417799068009E-3,452,0.56499999999999995,影印452元,,,,,,,,,,,,,,,,,,,,
,,場地費,0,0,,,在校外舉辦，未使用經費。,,,,,,,,,,,,,,,,,,,,
,,雜支,500,4.0733861244175058E-3,0,0,,,,,,,,,,,,,,,,,,,,,
,小計,,10900,8.8799817512301621E-2,10052,0.92220183486238527,,,,,,,,,,,,,,,,,,,,,
,期末全會活動,餐費,9600,7.8209013588816115E-2,0,0,"秘書部將於期末時辦理聚餐，依過往經驗，出席人次約120人
 依照校內便當統一價格辦理，每人補助80元，共計9600元，因本學期末遇選舉投票日，故此活動將於下學期初舉辦，故依據預算法第35條提出展延
 【展延金額9600元】",,,,,,,,,,,,,,,,,,,,
,,場地費,0,0,,,"預計借活大103、活大104，因本學期末遇選舉投票日，故此活動將於下學期初舉辦，故依據預算法第35條提出展延
 【展延金額0元】",,,,,,,,,,,,,,,,,,,,
,,文書印刷費,800,6.517417799068009E-3,0,0,"製作檢討單、說明資料等支出。因本學期末遇選舉投票日，故此活動將於下學期初舉辦，故依據預算法第35條提出展延
 【展延金額800元】",,,,,,,,,,,,,,,,,,,,
,,雜支,800,6.517417799068009E-3,0,0,"其他美宣、場地佈置等零星支出。因本學期末遇選舉投票日，故此活動將於下學期初舉辦，故依據預算法第35條提出展延
 【展延金額800元】",,,,,,,,,,,,,,,,,,,,
,小計,,11200,9.1243849186952136E-2,0,0,,,,,,,,,,,,,,,,,,,,,
,預備金,,4500,3.6660475119757549E-2,709,0.15755555555555556,官網網域續約費超支709元。,,,,,,,,,,,,,,,,,,,,
,104-1預算支出總計,,97490,0.79422882653892524,65277.72,0.66958375217971078,,,,,,,,,,,,,,,,,,,,,
,支出總計,,122748,1,68608.600000000006,0.55893863851142178,,,,,,,,,,,,,,,,,,,,,
,三、新聞部,,,,,,,,,,,,,,,,,,,,,,,,,,
,104-1預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期間收入,,,,,,,,,,,,,,,,,,,,,,,,,,
,期入科目,收入來源,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,
,104-1收入總計,,0,,0,0,,,,,,,,,,,,,,,,,,,,,
,期間支出,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,業務支出,聯絡費,4000,2.6124020349236905E-2,4000,1,聯絡幹部團隊/雜誌編輯群/網路編輯群/合作廠商。,,,,,,,,,,,,,,,,,,,,
,,公關費,3000,1.9593015261927676E-2,1130,0.37666666666666665,飲品140*2+120*1+150*1+180*1+200*2=1130,,,,,,,,,,,,,,,,,,,,
,小計,,7000,4.571703561116458E-2,5130,0.73285714285714287,,,,,,,,,,,,,,,,,,,,,
,《花火時代》雜誌,《花火時代》第二十四期印刷費,30600,0.1998487556716623,30600,1,一本52頁，發行1000本，30600元,,,,,,,,,,,,,,,,,,,,
,,《花火時代》第二十五期印刷費,48750,0.31838649800632474,48750,1,一本64頁，發行1500本，48750元,,,,,,,,,,,,,,,,,,,,
,,交換生專欄稿費,2400,1.5674412209542143E-2,1800,0.75,稿費600*3篇=1800元,,,,,,,,,,,,,,,,,,,,
,,《花火時代》第23期、第24期、第25期回顧問卷贈獎費,1500,9.7965076309638379E-3,550,0.36666666666666664,活動贈獎點心布朗尼550元,,,,,,,,,,,,,,,,,,,,
,,雜支,1000,6.5310050873092261E-3,230,0.23,文件影印費35+文具購買費195=230,,,,,,,,,,,,,,,,,,,,
,小計,,84250,0.55023717860580224,81930,0.97246290801186941,,,,,,,,,,,,,,,,,,,,,
,花火網站媒體平台暨粉絲專頁,專欄作家邀稿稿費,12000,7.8372061047710703E-2,0,0,與邀稿對象在時程安排以及主題安排上未能取得共識，未能邀到稿件。,,,,,,,,,,,,,,,,,,,,
,,自由徵文／徵圖稿費,7800,5.0941839681011958E-2,1800,0.23076923076923078,每篇600元*3篇=1800,,,,,,,,,,,,,,,,,,,,
,,主題徵文稿費,7200,4.7023236628626425E-2,2400,0.33333333333333331,主題徵文稿費600*4篇=2400,,,,,,,,,,,,,,,,,,,,
,,雜支,500,3.2655025436546131E-3,0,0,本學期並未動用到雜支。,,,,,,,,,,,,,,,,,,,,
,小計,,27500,0.1796026399010037,4200,0.15272727272727274,,,,,,,,,,,,,,,,,,,,,
,《花火專刊》報紙,《花火專刊》第一期 印刷費,10125,6.6126426509005909E-2,10125,1,《花火專刊》報紙印刷費5000份=10125,,,,,,,,,,,,,,,,,,,,
,,《花火專刊》第二期 印刷費,10125,6.6126426509005909E-2,0,0,"《花火專刊》報紙印刷費，尺寸580x380 mm，一刊4頁全彩印刷，5000份含稅。費用由印刷廠商估計，見估價單。由於前期其他產出因受訪者對於受訪內容有疑慮而既已造成時程延宕，加上當期專刊之受訪者談妥接受新聞部訪問後，因為時程忙碌而將訪問時間不斷延後，然已承諾將以報紙形式呈現產出，但同時考量新聞部產出之內容品質與花火品牌及臺大學生會新聞部長期建立之形象息息相關，以展延方式希望能兼顧外部承諾及新聞部的品質。故依照預算法35條展延【展延金額：10,125元】",,,,,,,,,,,,,,,,,,,,
,,運費,2000,1.3062010174618452E-2,1000,0.5,"每期（次）1000元*1期=1000元。由於前期其他產出因受訪者對於受訪內容有疑慮而既已造成時程延宕，加上當期專刊之受訪者談妥接受新聞部訪問後，因為時程忙碌而將訪問時間不斷延後，然已承諾將以報紙形式呈現產出，但同時考量新聞部產出之內容品質與花火品牌及臺大學生會新聞部長期建立之形象息息相關，以展延方式希望能兼顧外部承諾及新聞部的品質。故依照預算法35條展延【展延金額：1,000元】",,,,,,,,,,,,,,,,,,,,
,小計,,22250,0.14531486319263026,11125,0.5,,,,,,,,,,,,,,,,,,,,,
,花火大講堂,講師費,3200,2.0899216279389524E-2,3200,1,講師費1600*2=3200,,,,,,,,,,,,,,,,,,,,
,,場地費,760,4.9635638663550119E-3,760,1,(新生教學大樓場地租借費200+設備租借費180)*2場=760,,,,,,,,,,,,,,,,,,,,
,,雜支,500,3.2655025436546131E-3,60,0.12,文件影印費60元,,,,,,,,,,,,,,,,,,,,
,小計,,4460,2.9128282689399147E-2,4020,0.90134529147982068,,,,,,,,,,,,,,,,,,,,,
,預備金,,7655.7894736842109,0.05,0,0,,,,,,,,,,,,,,,,,,,,,
,104-1預算支出總計,,153115.78947368421,1,106405,0.69493159631513812,,,,,,,,,,,,,,,,,,,,,
,支出總計,,153115.78947368421,1,106405,0.69493159631513812,,,,,,,,,,,,,,,,,,,,,
,四、活動部,,,,,,,,,,,,,,,,,,,,,,,,,,
,103-2預算展延,,,,,,,,,,,,,,,,,,,,,,,,,,
,期出科目,摘要,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,春季紀念品,權利金支出,11361,,11361,1,"［原金額為34,011元，減列後為11,361元］
 依支付給總務處經營管理組紀念品權利金(收入$227,228*0.05)計算
 因結案流程尚在總務處經營管理組進行，預計於6/29當周結案支付；
 故依照預算法35條展延
 【展延金額11,361元】",,,,,,,,,,,,,,,,,,,,
,小計,,11361,,11361,1,,,,,,,,,,,,,,,,,,,,,
,103-2預算展延支出總計,,11361,,11361,1,,,,,,,,,,,,,,,,,,,,,
,104-1預算,,,,,,,,,,,,,,,,,,,,,,,,,,
,期間收入,,,,,,,,,,,,,,,,,,,,,,,,,,
,期入科目,收入來源,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,燈光音響服務小組,,,,,,,,,,,,,,,,,,,,,,,,,,
,期入科目,摘要,預算金額（元）,百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,服務收入,器材出租,50000,0.21551724137931033,77650,1.5529999999999999,"會計系 會計營晚會 2700
材料系 材料營晚會 400
流唱社 流唱營晚會 5000
流唱社 流唱營晚會 4700
園藝系 園藝營晚會 2700
藥學系 藥學營晚會 4100
電機系 電機實驗 500
  USN USN晚會 2500
人類學博物館 國寶婚禮 2900
會計系 會計系內活動 500
園藝系 園藝系烤 2900
化工系 化工系卡 1500
國標社 吟星舞展 4400
政治系 政治達人秀 4000
圖資系.機械系 圖資機械達人秀 4300
經濟系 經濟系卡 6400
會計系 會計系卡 5050
管理學院 舞會 600
手語社 手語之夜 600
醫學系 醫學之夜 6000
民謠吉他社 民謠之夜 6000
鋼琴社 期末公演 1200
熱舞社 期末呈現 1000
園藝系 園藝系內活動 1500
外文系 外文之夜 6000
小海豚MV舞蹈社 小海豚小成發 200
",,,,,,,,,,,,,,,,,,,,
,小計,,50000,0.21551724137931033,77650,1.5529999999999999,,,,,,,,,,,,,,,,,,,,,
,其他活動,,,,,,,,,,,,,,,,,,,,,,,,,,
,期入科目,收入來源,預算金額(元),百分比(%),決算金額,執行率(%),備註說明,,,,,,,,,,,,,,,,,,,,
,報名費,台大大富翁,133000,0.57327586206896552,123380,0.92766917293233087,"實際參與人數654人，371人已繳學生會費，283人未繳學生會費
371*180+283*200
一共是123380",,,,,,,,,,,,,,,,,,,,
